,cart_id,customer_id,product_id,product_amount,product_price
840,10,7,9,13,$9.45
841,9,7,1,7,$4.88
842,10,2,9,14,$586.68
843,7,9,5,17,$155.56
844,3,1,5,15,"$6,270.80"
845,9,2,0,6,"$6,112.80"
846,7,9,10,11,$28.62
847,5,0,0,15,$50.04
848,7,8,8,16,$294.16
849,1,2,10,10,"$78,883.96"
850,10,10,7,8,$1.67
851,3,4,10,1,"$33,862.10"
852,4,5,9,3,"$5,774.12"
853,3,6,7,10,"$12,808.38"
854,10,10,0,17,$919.49
855,5,2,4,19,$477.86
856,0,5,8,9,"$86,507.64"
857,2,8,1,18,$412.50
858,7,4,9,8,$399.08
859,5,10,7,15,$514.48
860,2,0,2,2,$2.01
861,8,7,3,1,"$2,540.91"
862,6,9,9,20,$0.09
863,0,6,8,1,"$80,311.69"
864,4,2,5,1,"$2,241.31"
865,6,1,3,7,$13.67
866,1,2,0,3,$604.77
867,8,9,4,3,"$59,789.76"
868,3,6,8,5,"$49,752.87"
869,5,4,5,12,"$6,934.86"
870,3,7,10,7,"$4,913.90"
871,4,7,2,14,"$2,633.09"
872,10,7,3,12,$625.10
873,2,7,3,8,$17.84
874,4,6,0,3,$9.52
875,4,4,9,20,$3.43
876,8,6,4,12,$313.88
877,1,9,6,17,$2.14
878,2,7,1,18,$6.78
879,7,1,9,4,"$58,515.61"
880,3,4,4,8,$24.54
881,7,1,1,6,$244.32
882,10,3,6,14,"$9,331.25"
883,3,3,4,9,$532.55
884,5,1,6,20,$122.62
885,9,9,8,18,$472.73
886,10,4,8,3,$24.51
887,4,8,1,3,$5.55
888,10,7,8,11,$734.91
889,7,2,5,19,$809.69
890,2,0,6,18,"$7,073.13"
891,5,3,7,15,$89.82
892,8,5,10,10,$478.69
893,8,6,0,16,$13.07
894,4,4,6,17,"$4,005.28"
895,7,7,9,15,$28.53
896,1,2,2,15,"$8,243.15"
897,1,3,6,1,$89.58
898,0,6,4,7,$2.59
899,7,8,10,10,"$4,707.50"
900,3,10,7,7,$6.60
901,7,6,8,4,"$8,915.34"
902,10,10,2,19,$845.11
903,9,10,6,8,"$38,645.79"
904,2,7,9,1,"$59,586.96"
905,7,9,7,17,$7.08
906,7,1,5,20,"$4,277.65"
907,4,2,8,9,$306.24
908,2,1,9,16,$80.01
909,0,2,1,19,$71.05
910,1,6,7,18,"$9,402.38"
911,3,0,1,7,"$94,811.66"
912,2,10,10,2,"$9,959.20"
913,5,3,4,8,$3.58
914,1,8,1,19,$99.47
915,4,7,1,5,"$5,484.32"
916,9,10,4,19,$143.47
917,5,8,5,4,$6.53
918,4,6,2,7,$380.20
919,0,10,9,1,"$8,955.24"
920,1,1,1,14,$703.00
921,5,3,9,5,"$32,750.57"
922,4,3,10,14,$2.70
923,2,10,4,17,"$3,344.33"
924,7,5,10,2,$6.16
925,6,3,0,17,$0.60
926,9,10,1,6,"$33,312.39"
927,0,10,9,12,$37.23
928,2,1,8,6,$28.75
929,7,5,5,10,$88.43
930,3,5,8,3,$642.35
931,2,4,9,20,$598.49
932,3,4,4,18,$63.97
933,2,7,1,11,$41.20
934,0,0,0,14,$31.07
935,0,3,7,4,"$9,101.17"
936,7,7,5,9,$29.22
937,8,4,2,4,$834.65
938,1,6,5,5,$67.56
939,5,6,0,5,"$44,194.14"
940,0,2,8,9,$63.75
941,10,0,1,4,"$62,094.27"
942,3,9,5,2,$36.39
943,8,10,0,6,$3.30
944,0,8,0,4,"$64,446.98"
945,1,3,0,14,"$9,864.76"
946,2,9,8,10,$630.38
947,3,3,9,16,$59.70
948,2,9,9,14,$862.59
949,1,3,3,15,$665.24
950,2,4,8,3,$267.71
951,1,3,4,1,$9.22
952,10,9,4,5,"$20,907.63"
953,2,9,5,19,"$1,992.35"
954,3,8,10,18,$8.64
955,2,9,10,14,"$10,588.69"
956,8,7,3,7,"$4,316.49"
957,5,6,7,19,"$27,553.23"
958,0,3,1,8,$75.28
959,9,7,7,9,$4.94
960,8,2,2,5,$1.78
961,7,9,0,1,$17.26
962,10,3,0,10,$541.86
963,9,4,2,10,"$6,761.38"
964,10,8,7,16,$18.53
965,6,9,9,6,$79.07
966,8,1,10,11,$10.44
967,0,9,4,20,"$2,464.73"
968,10,5,9,14,"$1,946.18"
969,4,4,4,8,$65.07
970,2,9,10,8,$486.49
971,1,5,10,18,$6.63
972,8,1,8,10,$3.31
973,5,7,6,9,$346.86
974,8,6,5,20,"$65,868.26"
975,6,0,3,3,"$63,795.59"
976,6,6,2,3,$865.06
977,3,1,3,9,$870.42
978,2,2,2,10,$31.15
979,6,7,6,19,"$4,236.78"
980,1,8,3,14,$33.33
981,1,6,6,12,$8.06
982,10,3,9,3,"$53,325.00"
983,5,0,6,12,"$1,661.13"
984,3,10,10,18,$15.21
985,0,8,6,19,$297.71
986,7,8,6,16,$1.09
987,1,2,4,10,$33.16
988,2,5,0,15,$829.23
989,10,5,2,12,"$49,570.28"
990,5,4,8,1,$1.84
991,5,6,1,10,"$78,229.44"
992,1,4,8,4,"$1,899.88"
993,8,7,6,17,"$4,522.75"
994,5,2,4,6,$49.83
995,5,10,0,8,$123.36
996,6,1,8,2,$84.54
997,5,9,0,20,$36.99
998,9,4,8,4,"$1,070.82"
999,7,1,10,10,$3.90
